contract_ticker,etf,k,direction,coef,t_stat,p_value,r_squared,n_obs,n_kalshi_trades,w_sec,mean_w_sec,r2_daily_screen,contract_title
KXECKH276,VFH,-10,etf_leads_kalshi,6.069443166343303e-05,0.9793738341880897,0.3273953008192352,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VFH,-9,etf_leads_kalshi,7.63685566704459e-05,1.6487178802939217,0.09920544531639301,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VFH,-8,etf_leads_kalshi,6.231691961093023e-05,2.274797067019273,0.022918106270146312,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VFH,-7,etf_leads_kalshi,0.0001951215421865455,13.471142802638184,2.31258709992753e-41,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VFH,-6,etf_leads_kalshi,0.0003568534914007934,25.025922362502612,3.1932968811439643e-138,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VFH,-5,etf_leads_kalshi,0.000434304023584835,26.895361518652358,2.488478041692625e-159,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VFH,-4,etf_leads_kalshi,0.0005028827613712076,21.483150467644084,2.238010011320381e-102,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VFH,-3,etf_leads_kalshi,0.0005014195807801549,6.99111335437615,2.727132992789509e-12,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VFH,-2,etf_leads_kalshi,0.0003659051073050202,10.890840491985436,1.274584821656339e-27,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VFH,-1,etf_leads_kalshi,0.00021982942339859667,2.1479502738077705,0.03171770595995258,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VFH,0,contemp,0.00020012898458978404,1.5268423735460661,0.12680021198942223,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VFH,1,kalshi_leads_etf,0.00035363395072744453,1.9057639670726412,0.05668083586806631,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VFH,2,kalshi_leads_etf,-5.542944528640084e-05,-0.24710870927641376,0.8048240936844248,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VFH,3,kalshi_leads_etf,0.00019271108364121375,1.0640044281785623,0.2873266935357851,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VFH,4,kalshi_leads_etf,0.00012406690630406976,0.3639239732494414,0.7159147823173665,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VFH,5,kalshi_leads_etf,0.00019637316323984095,0.9185691043880668,0.35832099820913366,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VFH,6,kalshi_leads_etf,2.40905890946323e-05,0.1449524637738282,0.8847484037063645,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VFH,7,kalshi_leads_etf,0.00050068945066002,6.170266053372114,6.817517853546616e-10,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VFH,8,kalshi_leads_etf,0.00010997234301799294,1.550766749866553,0.12095759156688372,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VFH,9,kalshi_leads_etf,-1.2331259039085656e-05,-0.16518942112497245,0.8687948915977441,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VFH,10,kalshi_leads_etf,0.00013123103495672533,1.3487969643224458,0.17740219004572455,0.7409793908301153,39,136,300,223.65882015384616,0.8816564277734555,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECDJT316,VFH,-10,etf_leads_kalshi,-5.525849504661343e-05,-0.4106540273623457,0.6813262414121318,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VFH,-9,etf_leads_kalshi,9.246762579454866e-05,0.8347688180605607,0.4038478857224054,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VFH,-8,etf_leads_kalshi,1.4917006075793919e-05,0.07988539545652076,0.936328405441364,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VFH,-7,etf_leads_kalshi,1.851789203095579e-05,0.11727428624698806,0.9066427010062954,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VFH,-6,etf_leads_kalshi,0.0002572148342148615,4.968849995642354,6.735114531279003e-07,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VFH,-5,etf_leads_kalshi,0.00024821120305836583,3.7849762868512515,0.00015372323560625638,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VFH,-4,etf_leads_kalshi,1.0411799752461917e-05,0.09014638042883737,0.9281708929740261,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VFH,-3,etf_leads_kalshi,0.00012586039470324366,1.9213426186619653,0.05468852750217352,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VFH,-2,etf_leads_kalshi,0.00014059671934357106,0.974671409808444,0.3297232791104173,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VFH,-1,etf_leads_kalshi,0.0001557242389954472,0.41552557051879835,0.6777572001950485,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VFH,0,contemp,0.00023729826785922294,0.5322261965760836,0.5945693412931746,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VFH,1,kalshi_leads_etf,8.4753712354971e-05,0.23870594926204405,0.8113336032558066,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VFH,2,kalshi_leads_etf,7.476697875799874e-05,0.20692284631645053,0.8360701138541647,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VFH,3,kalshi_leads_etf,0.0001971215262048662,0.43781800263527537,0.6615182196598477,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VFH,4,kalshi_leads_etf,-1.8390371197530956e-05,-0.0485507948586324,0.9612772836982194,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VFH,5,kalshi_leads_etf,-5.153348813765497e-05,-0.1384052797633298,0.8899201245294485,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VFH,6,kalshi_leads_etf,6.020863935303741e-05,0.17748622986937385,0.8591264804976411,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VFH,7,kalshi_leads_etf,0.00030260400048737034,1.2214981179539464,0.2218974777665601,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VFH,8,kalshi_leads_etf,0.00041321120404118274,1.6297800131006255,0.10314799947346666,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VFH,9,kalshi_leads_etf,0.0002161616465520798,1.0033218410760254,0.31570560133116476,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VFH,10,kalshi_leads_etf,-1.8671095482690322e-05,-0.10261452723372631,0.9182689126418343,0.4966738755663481,55,219,300,174.65285367272728,0.7907331233858175,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECKH276,VIS,-10,etf_leads_kalshi,2.4050698912337834e-06,0.03343808124521653,0.9733252421887555,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VIS,-9,etf_leads_kalshi,1.6335900764402983e-05,0.2967016880216469,0.766694268187603,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VIS,-8,etf_leads_kalshi,5.164113751407676e-05,3.171097692730953,0.0015186406122973987,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VIS,-7,etf_leads_kalshi,-6.4081105605517105e-06,-0.13087223182122076,0.895876381517143,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VIS,-6,etf_leads_kalshi,0.00011159735623317917,1.2289992083387566,0.2190721028381788,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VIS,-5,etf_leads_kalshi,0.00021293041295789342,3.094383025994856,0.0019722268842485087,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VIS,-4,etf_leads_kalshi,0.000260793604718588,13.577483632048773,5.446569738851173e-42,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VIS,-3,etf_leads_kalshi,0.00031186532765286874,4.953889825724902,7.274440492335847e-07,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VIS,-2,etf_leads_kalshi,0.00025249007904288114,15.806097797592098,2.824272659329577e-56,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VIS,-1,etf_leads_kalshi,0.00013480516872113905,1.6787347908702568,0.09320374229575301,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VIS,0,contemp,0.00025999228666499205,2.3294820818459527,0.019833541153406693,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VIS,1,kalshi_leads_etf,0.0003522415329102462,1.8875165408041785,0.059090883705854975,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VIS,2,kalshi_leads_etf,0.00016785787695355254,0.8233614820015059,0.4103024602147818,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VIS,3,kalshi_leads_etf,0.000250461150786824,3.138369981257778,0.0016989028708122734,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VIS,4,kalshi_leads_etf,0.000386897910979281,3.346931891447311,0.0008171128368758647,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VIS,5,kalshi_leads_etf,0.000382863919601912,2.7144414687230056,0.006638763068587651,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VIS,6,kalshi_leads_etf,0.00025975278521684324,2.3152879380606204,0.020597179424989818,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VIS,7,kalshi_leads_etf,0.00035403119014620535,8.550666653262638,1.223795926310358e-17,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
